MIN;AVG;MAX
3;142;200
20;50;92
13;52;97
28;49;83
10;47;80
20;38;83
20;38;70
30;54;105
20;53;94
24;52;80
22;52;88
21;51;80
23;51;87
11;45;98
20;38;78
21;38;72
19;41;77
20;40;71
16;39;68
21;39;82
3;36;62
6;7;8
7;7;9
6;8;9
7;8;12
7;40;77
18;41;78
21;41;76
20;42;69
20;41;83
20;43;73
20;42;71
10;53;93
25;54;94
30;51;89
24;53;98
4;52;90
3;58;99
17;60;105
15;59;110
18;58;96
16;59;108
17;53;89
18;56;97
16;45;111
20;58;97
10;61;98
15;27;55
17;55;111
17;60;110
18;56;86
19;57;97
18;41;92
18;57;95
16;38;98
17;52;105
18;58;95
22;55;94
20;55;92
20;45;91
21;47;109
21;51;90
7;58;104
17;57;88
21;53;92
21;51;109
29;51;93
11;50;89
18;57;99
17;60;101
16;59;94
15;56;103
19;56;102
19;54;87
18;52;83
23;54;81
21;53;83
15;51;92
3;55;105
13;49;84
16;56;97
18;59;119
20;62;112
16;57;96
19;49;89
18;56;106
12;57;101
19;59;119
12;55;96
19;56;91
15;53;88
20;59;104
3;55;107
15;58;103
16;58;92
16;55;87
18;56;95
17;55;92
16;55;96
15;57;99
16;57;95
15;42;96
16;55;106
17;59;116
16;57;93
17;53;95
14;47;99
8;54;99
19;54;87
22;49;91
20;45;84
22;52;96
15;56;95
18;45;84
23;52;90
15;52;149
18;69;128
17;69;124
18;66;110
13;63;110
9;62;115
17;50;97
13;48;79
17;47;79
19;52;88
17;58;87
17;56;95
18;54;86
14;63;98
20;71;110
32;71;115
42;76;123
13;63;91
10;70;102
19;48;77
14;28;65
16;55;98
16;66;125
16;69;116
18;69;132
18;70;120
17;65;104
18;65;103
17;65;106
21;64;115
21;60;99
20;65;108
19;66;128
8;60;97
16;69;126
15;75;128
5;69;117
18;73;137
15;70;129
19;70;108
17;67;128
19;70;111
15;69;114
17;71;122
14;62;122
7;57;114
16;67;121
17;67;103
17;66;99
18;63;102
21;63;107
23;65;102
14;64;103
12;54;105
20;62;113
14;62;107
21;48;86
15;54;103
32;60;101
14;56;90
14;48;87
24;65;109
20;60;105
24;60;102
28;63;102
25;63;108
32;60;123
25;60;114
12;64;125
18;70;117
18;73;124
