MIN;AVG;MAX
4;142;200
21;51;94
30;50;85
25;59;93
26;57;89
23;54;86
24;55;105
23;53;90
27;54;83
22;53;85
23;54;81
11;48;117
12;57;92
24;52;84
14;53;100
20;42;83
13;51;93
11;47;91
19;42;83
13;49;119
23;51;91
28;52;94
27;52;91
3;32;56
19;26;34
17;26;31
19;29;59
21;28;35
15;57;104
16;48;99
19;40;98
18;27;32
22;28;34
16;27;31
18;49;101
17;34;76
17;28;34
18;27;33
20;43;100
16;49;94
17;30;76
19;27;31
15;26;35
15;50;94
19;58;105
16;58;124
15;53;90
17;30;71
16;27;32
18;32;75
20;29;70
21;40;116
17;28;33
20;27;34
19;27;31
20;26;30
17;33;89
17;47;100
22;27;31
17;27;32
21;28;31
19;27;33
17;27;31
17;26;30
17;28;61
19;27;32
19;27;33
22;40;102
15;27;33
18;27;33
17;30;81
19;29;64
19;26;33
15;26;32
14;24;29
19;26;29
16;27;31
18;28;59
13;48;112
16;63;126
21;52;92
18;27;32
18;27;30
19;26;31
19;26;32
20;25;30
18;27;32
16;25;33
17;44;90
14;62;116
19;55;108
23;39;86
16;26;29
19;26;30
18;25;29
16;34;94
18;64;120
17;59;100
18;53;99
15;26;31
20;26;31
18;34;87
20;44;100
13;23;30
17;25;30
20;29;57
18;26;30
17;26;31
16;26;31
18;26;33
12;25;29
17;25;30
17;25;33
18;25;31
18;32;71
19;31;90
17;25;29
15;26;30
19;26;31
19;26;32
15;25;31
16;59;101
16;64;115
13;65;121
15;59;103
19;61;110
19;49;125
20;26;30
17;25;29
18;27;32
19;52;112
22;49;96
28;49;95
27;51;115
29;50;93
11;48;118
11;57;118
16;61;108
22;54;97
18;43;84
19;26;29
16;25;32
19;29;73
27;56;110
21;61;117
20;63;116
19;57;110
20;62;115
9;65;128
13;52;99
11;53;95
13;55;94
14;47;98
13;51;87
12;49;82
12;49;88
20;66;121
15;60;110
10;59;125
17;134;200
14;32;86
15;38;81
16;35;70
18;38;73
16;37;85
18;34;66
16;34;69
10;33;74
23;52;125
9;46;100
9;50;129
27;47;81
22;47;102
10;45;104
9;37;94
14;34;74
17;38;89
17;38;88
18;37;87
17;35;77
19;38;87
20;36;85
20;39;83
18;39;88
17;40;79
17;38;79
19;40;104
17;41;91
18;40;82
20;37;83
18;39;100
19;37;76
18;38;91
12;53;102
19;49;97
23;52;108
26;50;96
